Geneid	MB231-Combo-1.sorted.bam	MB231-Combo-2.sorted.bam	MB231-Combo-3.sorted.bam	MB231-DMSO-1.sorted.bam	MB231-DMSO-2.sorted.bam	MB231-DMSO-3.sorted.bam	MB231-MG132-1.sorted.bam	MB231-MG132-2.sorted.bam	MB231-MG132-3.sorted.bam	MB231-SHP-1.sorted.bam	MB231-SHP-2.sorted.bam	MB231-SHP-3.sorted.bam
LYSMD3	1854	1898	2147	1819	1652	1676	1818	1712	1842	2092	1799	1897
POLR3G	267	351	350	679	538	560	581	615	635	616	541	642
MBLAC2	48	72	58	281	309	219	253	271	271	233	208	250
LOC731157	1	0	0	2	8	0	1	0	8	4	0	2
CETN3	537	512	569	1295	1204	1158	1247	1168	1207	1291	1080	1181
LINC01339	0	0	0	0	0	0	0	0	0	0	0	0
MIR3660	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724637	0	1	0	0	0	0	0	1	0	0	0	0
LINC02161	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986387	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379073	1	0	0	0	0	0	0	0	0	0	0	0
LOC105379074	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986360	0	0	0	0	0	0	1	0	0	1	0	0
MEF2C-AS1	0	5	1	0	2	0	3	0	2	6	1	0
LOC107986361	1	1	0	4	1	1	0	2	2	1	2	2
MEF2C	55	70	72	106	126	87	123	138	134	161	150	172
MEF2C-AS2	0	0	0	0	0	0	0	0	0	0	0	0
MIR9-2	0	0	0	0	0	0	0	0	0	0	0	0
H3P23	0	0	0	0	0	0	0	0	0	0	0	0
LINC00461	6	15	26	3	3	14	12	14	28	3	11	9
LINC02060	0	0	0	0	1	0	0	1	1	0	1	0
RPS3AP22	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP187	2	0	2	2	2	0	2	2	0	0	1	1
TMEM161B-DT	41	21	30	36	41	47	41	38	44	42	49	50
LOC112267943	9	11	12	14	5	2	4	8	10	3	7	5
TMEM161B	954	810	1024	931	951	786	996	865	995	977	852	959
LOC105379070	0	0	0	0	0	1	0	0	0	0	0	0
LINC02144	0	0	0	0	0	1	0	0	0	0	0	0
LINC02488	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-727P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379066	0	0	0	0	0	0	0	0	0	0	0	0
LOC644285	3	4	7	6	11	13	2	7	2	6	5	10
CCNH	1091	1156	1211	1612	1384	1460	1417	1523	1606	1496	1427	1390
RNU6-606P	0	0	0	1	0	0	0	0	0	0	0	0
RN7SL629P	0	0	0	0	0	0	1	2	0	0	0	0
RASA1	1546	1631	1777	4083	3787	3782	4134	4044	4362	4140	3961	4067
LINC01949	0	0	0	0	0	1	0	0	0	0	0	0
LOC101929380	1	2	2	9	3	4	1	3	5	0	0	4
MIR4280	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP34	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379065	0	0	0	10	1	1	6	2	3	3	0	4
LOC645261	2	1	1	5	0	12	4	8	7	2	10	1
RPL10AP9	0	3	2	0	0	4	3	2	2	2	2	4
LINC02059	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-804P	0	0	0	0	0	0	0	0	0	0	0	0
SNORD138	2	1	0	1	0	0	0	1	0	2	2	0
COX7C	2974	3224	2999	3476	3686	3340	3311	3300	3370	3251	2812	3096
LOC100421863	0	0	0	1	0	0	0	0	0	0	0	0
LOC105379064	0	0	0	0	0	0	0	2	0	0	0	0
NBPF22P	1	0	0	0	0	0	0	0	0	0	0	0
PTP4A1P4	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379063	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379062	0	0	0	0	0	0	0	0	0	0	0	0
RPS2P25	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379061	0	0	0	0	0	0	0	0	0	0	0	0
LOC645181	4	1	3	3	2	0	0	2	0	4	1	2
RPL5P17	2	3	2	4	1	4	2	3	0	2	3	2
LOC101929321	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060076	0	0	0	0	0	0	0	0	0	0	0	0
RBBP4P6	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP79	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379059	1	0	0	0	1	1	0	0	0	0	0	1
EDIL3-DT	42	57	36	94	82	90	106	94	95	121	156	131
RNU6-448P	0	0	0	0	0	0	0	0	0	0	0	0
EDIL3	5342	5733	5939	6809	6394	6355	7441	6813	7038	7724	7170	7268
LOC107986386	0	0	0	0	0	0	0	0	0	0	0	0
ZP3P1	0	0	0	0	0	0	0	0	0	0	0	0
RNU4-11P	0	0	0	0	0	0	0	0	0	0	0	0
RPL13AP14	0	0	0	0	1	0	0	1	0	1	0	0
LOC105379055	1	2	0	0	0	0	0	0	0	0	0	0
RNU6-620P	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP295	0	0	0	0	0	0	1	0	0	0	0	0
HAPLN1	1	2	0	1	3	5	6	2	0	1	0	3
VCAN-AS1	1	3	4	2	3	3	1	1	1	3	2	4
LOC107986431	0	1	0	3	0	2	0	0	2	1	1	0
VCAN	111	228	222	102	73	82	87	32	227	72	55	94
FTH1P9	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379053	5	2	0	1	1	0	0	2	0	0	3	2
COQ10BP2	0	0	0	0	0	1	0	0	0	1	0	0
RPL13P9	0	0	0	0	0	0	0	1	0	1	0	0
XRCC4	694	725	666	917	872	874	971	928	927	926	859	861
SCARNA18	1	4	7	0	2	0	4	3	4	1	0	0
TMEM167A	6273	6725	7108	5524	5154	5191	5692	5385	5829	5873	5111	5398
LOC105379052	1	3	2	2	1	1	1	3	3	2	1	1
ST13P12	1	0	1	0	0	1	0	0	0	0	1	0
LOC105379051	0	1	0	0	0	0	0	1	0	0	0	0
LOC107986430	0	0	0	0	0	0	0	0	0	0	0	0
LINC01338	0	0	0	0	0	0	0	0	0	0	0	1
MIR3977	0	0	0	0	0	0	0	0	0	0	0	0
RPL5P16	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379050	0	0	0	0	0	0	0	0	0	0	0	0
ATP6AP1L	27	18	38	75	50	50	60	52	54	84	57	69
RPS23	25138	24479	22220	26286	28166	23163	25682	23730	23498	22659	19876	22768
RN7SL378P	0	0	0	0	0	0	0	0	1	0	0	0
PPIAP11	38	47	46	63	50	54	67	50	74	46	50	50
ATG10	54	54	66	153	150	131	99	144	160	163	127	141
SEM1P1	2	1	1	0	1	0	1	1	4	1	1	0
LOC107986385	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986384	0	0	0	0	0	0	0	0	0	0	0	0
SSBP2	65	86	117	183	185	183	185	160	239	208	162	213
ACOT12	2	5	5	11	5	4	1	7	3	3	4	8
ZCCHC9	716	709	695	1150	871	1022	1089	1077	1061	1148	1038	1043
CKMT2-AS1	50	36	54	83	62	76	89	93	89	76	95	79
CKMT2	11	3	3	6	6	4	2	4	4	6	1	1
LOC107986359	0	0	0	0	0	0	0	0	0	0	0	0
RASGRF2	3	5	2	3	8	6	2	8	11	11	2	5
RASGRF2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986428	2	4	1	0	1	0	0	3	1	2	1	0
RPS26P27	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986427	0	0	0	1	0	0	0	1	0	0	4	0
MSH3	442	493	504	835	709	739	863	775	842	922	815	918
MTRNR2L2	18	19	20	27	22	11	25	17	21	23	19	16
DHFR	3963	4377	4850	6365	5591	5717	6399	6072	6325	6806	5773	5978
LINC01337	0	0	0	1	0	0	0	0	2	1	1	0
DBIP2	0	1	0	0	1	0	0	0	0	0	0	0
ANKRD34B	0	0	0	1	0	1	0	0	0	1	0	0
RPL7P24	2	0	1	1	2	0	2	0	0	1	0	0
RPS27AP9	0	0	0	0	0	0	1	0	0	0	0	0
FAM151B	17	20	17	35	23	34	39	21	27	32	40	26
ZFYVE16	1436	1540	1684	1962	1833	1844	2026	1817	2124	2208	1971	1885
RNU6-211P	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P12	289	301	291	340	335	268	309	331	318	257	216	269
CRSP8P	49	52	61	65	44	61	37	66	54	54	51	46
RBMX2P5	1	0	0	1	0	0	0	0	0	0	0	0
SPZ1	0	0	0	0	0	0	0	0	0	0	0	0
RPL39P20	0	0	0	0	0	0	0	0	0	0	0	0
LOC644936	0	0	0	1	0	0	2	0	0	0	2	0
KRT18P45	0	0	0	0	0	0	0	0	0	0	0	0
SERINC5	647	682	811	619	661	691	755	644	859	745	646	757
THBS4-AS1	0	0	1	0	1	0	0	0	0	0	0	3
TRMT112P2	0	0	0	0	0	0	0	0	0	0	0	0
RBX1P2	0	2	0	2	2	10	2	4	4	4	2	2
THBS4	9	31	19	2	3	4	7	5	20	1	5	6
MTX3	1045	1016	1133	903	888	852	1031	928	952	1040	890	925
LINC01455	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379048	0	1	1	0	0	0	0	0	0	0	2	0
LOC102724557	0	0	0	0	1	0	0	0	0	0	1	0
CMYA5	15	11	14	7	3	9	9	4	8	8	7	9
TENT2	1078	1110	1231	1088	1004	949	1123	1097	1141	1162	1026	1068
LOC105379047	0	0	0	0	0	0	0	0	0	0	0	0
RPL7AP32	0	0	0	0	0	0	0	0	0	0	0	0
RPL29P15	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986426	0	0	0	0	0	0	0	0	0	0	0	0
HOMER1	272	348	366	581	528	574	623	504	615	658	571	609
LOC101929201	6	2	7	1	2	3	1	4	0	3	0	1
LOC102724530	3	2	3	2	1	3	0	1	0	0	4	4
RPS3AP20	4	0	1	2	0	4	5	4	2	1	0	2
JMY	531	478	609	313	343	275	354	352	338	473	459	480
RNY3P1	1	1	2	0	1	0	0	0	0	4	0	0
BHMT	0	0	0	0	0	0	0	0	0	0	0	0
BHMT2	1	0	1	0	1	2	0	0	1	3	0	0
LOC100505796	0	0	0	0	0	0	0	0	0	0	0	0
DMGDH	0	3	1	3	1	1	1	0	0	0	1	1
ARSB	441	515	516	635	616	644	694	723	794	797	677	738
HMGB1P21	0	0	0	0	0	1	4	0	0	0	0	0
LHFPL2	2142	2169	2435	2043	1868	1928	2223	2024	2126	2532	2351	2323
SCAMP1	1450	1445	1575	2157	1941	1952	2321	2045	2289	2546	2095	2331
SCAMP1-AS1	79	73	85	95	89	94	98	87	105	93	65	86
RNU6-183P	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1G1P6	0	0	0	0	0	0	0	0	0	0	0	0
LOC100422441	0	1	0	0	0	1	1	0	7	2	1	0
TRQ-TTG7-1	0	0	0	0	0	0	0	0	0	0	0	0
AP3B1	2637	2807	3219	3037	2795	2939	3183	3094	3197	3152	3125	2939
LOC101929154	0	0	0	0	0	0	0	0	0	0	0	0
ACTBP2	13	15	15	32	31	20	21	21	26	19	18	25
TBCA	4370	4603	4397	3656	3439	3303	3587	3604	3744	3318	2948	3307
OTP	1	0	0	0	0	1	2	0	0	0	0	0
RPL7P23	87	124	109	77	110	91	95	116	97	77	47	87
RPS2P24	0	0	0	0	0	0	0	0	0	0	0	0
WDR41	818	896	986	1242	1177	1052	1239	1272	1180	1445	966	1247
ALDH7A1P1	1	1	5	9	3	1	7	7	6	8	3	6
PDE8B	22	32	30	81	60	51	56	43	70	65	72	66
HMGB1P35	3	0	1	0	0	0	1	2	0	0	0	1
ZBED3-AS1	6	5	11	9	16	4	3	10	4	7	3	7
SNORA47	2	0	0	0	0	0	0	0	0	0	0	2
ZBED3	245	233	250	330	346	316	402	331	350	462	414	392
AGGF1	703	732	870	1450	1191	1278	1338	1255	1489	1560	1295	1418
CRHBP	0	1	1	2	0	0	0	0	0	0	3	0
RNU6ATAC36P	0	0	0	0	0	0	0	0	0	0	0	0
S100Z	1	2	8	6	4	3	0	0	1	6	3	0
RN7SL208P	3	8	9	17	8	9	8	10	5	10	8	7
F2RL1	6590	7143	7668	9192	8245	8244	9329	8303	9323	10491	9363	9969
F2R	1141	1266	1293	2267	2106	1979	2245	2256	2138	2462	2352	2346
NCRUPAR	1	0	0	0	0	0	0	0	0	0	0	0
F2RL2	86	80	91	35	17	27	40	29	38	41	46	34
LOC101929109	0	1	0	1	0	0	0	0	0	0	0	0
LOC101060043	0	0	1	0	0	0	0	0	0	0	0	0
IQGAP2	17	15	27	6	16	10	6	8	39	10	11	9
SNRPCP2	6	4	7	4	3	4	3	13	4	5	5	2
LOC105379042	0	0	0	0	0	1	0	0	0	0	0	0
PDCD5P2	0	0	0	0	0	0	0	0	0	0	0	0
HMGN2P4	360	368	407	526	557	463	543	589	564	472	438	510
RAP1BL	1220	1380	1389	1126	1181	1159	1241	1243	1416	1222	1081	1085
RNA5SP186	0	0	0	0	0	0	0	0	0	0	0	0
SV2C-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC100132039	0	0	0	0	0	0	0	0	0	0	0	0
SAP18P1	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996384	0	0	0	0	0	0	0	0	0	0	0	0
BIN2P2	0	0	0	0	0	0	0	0	0	0	0	0
SV2C	0	2	1	0	4	2	1	0	0	0	0	1
LOC391798	0	0	0	0	0	0	0	0	0	1	0	0
SLC25A5P9	0	0	0	0	0	0	0	0	0	0	0	0
LOC441087	0	10	2	1	1	2	2	3	7	6	2	6
RNU6-680P	0	0	0	0	0	0	0	0	1	0	0	0
POC5	662	686	655	659	492	555	623	547	645	625	581	566
LOC107986424	1	0	0	1	1	1	1	0	0	1	0	1
ANKDD1B	0	2	3	2	2	1	5	2	2	3	1	1
RNU7-175P	0	0	0	0	0	0	0	0	1	0	0	0
POLK	1529	1667	1828	1897	1601	1645	1907	1816	1931	1940	1685	1846
RPS26P26	4	0	8	3	6	3	5	5	1	2	4	1
CERT1	2009	2150	2282	1802	1706	1648	1820	1720	1812	2200	1832	2011
HMGCR	2976	3369	3593	2721	2531	2574	2924	2798	2923	3128	2688	2719
SUMO2P5	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD31	1	2	5	1	1	1	2	0	3	5	2	1
GCNT4	19	17	24	6	12	13	5	15	9	12	11	12
RPL27AP5	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379040	0	0	0	1	1	0	0	0	0	0	0	0
RPL39P21	0	0	0	0	0	0	0	0	0	0	0	0
LOC100131411	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379039	0	0	0	0	0	0	0	0	0	0	0	0
LOC441086	1	1	1	1	0	0	0	0	0	2	2	0
LOC260421	1	2	1	3	1	0	1	2	2	3	3	1
RNU6-1330P	0	0	0	0	0	0	0	0	0	0	0	0
FAM169A	322	296	357	393	364	431	358	412	397	472	395	413
NSA2	6250	6832	6905	6600	6059	5907	6339	6190	6468	6540	5573	6200
RNU6-658P	1	1	0	0	2	1	6	1	0	1	1	1
GFM2	1588	1662	1828	1535	1349	1359	1608	1394	1626	1633	1463	1599
HEXB	4119	4518	4622	5278	4809	4790	5525	5079	5390	5450	4977	5246
ENC1	5025	5363	5770	7456	6698	6739	7919	7048	7298	6844	6246	6539
LINC01331	0	0	0	1	0	0	0	0	0	0	0	0
LINC01333	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL814P	0	0	0	0	0	0	0	0	0	0	0	0
LINC01335	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379035	0	0	0	0	2	1	1	0	1	4	5	1
LINC02122	14	4	6	14	3	4	2	7	6	4	0	4
LOC105379034	0	0	0	0	1	0	0	0	0	1	0	0
RNU7-196P	0	0	0	0	0	0	6	0	0	1	0	0
LOC107986423	0	0	0	1	0	0	0	0	0	0	0	0
ARHGEF28	1094	1102	1167	1507	1372	1396	1675	1556	1528	1643	1472	1538
UTP15	1231	1316	1490	1530	1244	1306	1398	1331	1395	1385	1238	1235
ANKRA2	157	154	195	226	263	177	243	248	207	293	221	266
FUNDC2P1	17	1	3	6	10	1	10	7	5	3	6	5
BTF3	18460	20001	20296	21930	20714	20017	21481	20329	22082	21478	19651	19871
LINC01386	0	0	0	0	5	1	9	1	0	3	0	1
FOXD1	16	27	36	1	2	2	9	0	31	1	3	6
LOC107986383	0	0	1	0	0	0	1	0	0	2	0	0
LINC02230	0	0	1	0	0	0	0	0	0	0	0	0
LOC105379031	0	2	2	0	0	0	3	0	2	0	0	0
LOC340090	0	0	1	0	1	1	1	0	0	0	3	0
TMEM174	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060067	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379030	0	0	0	0	0	0	0	0	1	0	0	0
TMEM171	269	312	286	345	309	278	273	296	278	299	267	309
CHP1P1	0	0	1	0	0	1	1	0	1	0	1	0
LOC100420515	3	2	1	2	3	3	3	0	1	3	0	3
FCHO2	889	915	1116	1156	1082	1041	1234	1128	1219	1367	1148	1252
RPL35AP13	1	0	0	0	0	2	0	0	0	1	0	0
MIR4804	0	0	0	0	0	0	0	0	0	0	0	0
TNPO1	12931	13805	14973	12599	11725	12047	13109	12103	13244	13677	11766	12484
H2BL1P	0	0	0	0	0	0	0	0	0	0	0	0
RPL7P22	4	4	4	3	3	0	3	2	2	0	0	3
LINC02056	0	0	0	0	0	0	0	0	0	0	0	0
LOC102503427	0	0	0	0	0	0	0	0	0	0	0	0
ZNF366	1	0	0	5	0	3	0	1	0	6	2	0
YBX1P5	0	0	0	0	1	0	0	0	0	1	0	0
RPL10AP8	3	0	1	4	0	0	1	0	4	3	2	7
PTCD2	203	162	211	352	318	305	406	363	372	367	392	354
RN7SL153P	0	2	0	0	1	1	0	0	0	0	0	0
LOC107986422	4	3	7	2	1	0	0	1	2	1	2	1
MRPS27	2585	2785	3105	3321	3229	3444	3705	3544	3797	3654	3491	3654
MIR4803	0	0	0	0	0	0	0	0	0	0	0	2
MAP1B	17557	17709	20965	7622	6961	7144	9139	8015	8941	8830	8523	8284
LOC105379028	12	19	18	0	14	19	9	13	13	12	11	11
LOC107986382	0	0	0	0	0	0	0	0	0	0	0	3
LOC105379027	0	0	0	0	0	0	0	0	0	0	0	0
LOC100422013	0	0	0	0	0	0	0	0	0	0	0	0
CARTPT	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379026	0	0	0	0	0	0	0	0	0	0	1	0
LOC105379016	0	0	1	1	1	2	5	2	3	1	4	0
LOC728575	0	0	1	0	0	1	0	1	0	2	0	1
LOC112267942	5	3	9	11	7	2	7	9	11	5	20	9
LOC107986373	0	0	0	0	0	0	0	0	0	0	0	0
CDH12P1	3	3	2	4	7	2	2	6	5	15	3	5
LOC107986355	0	0	1	0	2	3	1	2	0	3	2	3
LOC105379020	1	0	0	0	1	2	1	0	2	0	1	0
LOC340089	0	1	0	1	0	0	0	0	0	0	1	0
GTF2H2B	514	379	265	727	540	648	819	486	751	1205	511	699
LOC105379021	2	2	1	0	1	0	1	0	0	0	1	0
LOC107986356	1	0	1	0	0	0	0	1	0	1	1	1
LOC728526	0	0	0	0	0	0	0	2	0	1	0	0
LOC643367	7	2	1	4	8	4	4	7	5	3	17	2
LOC107986372	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267941	54	31	58	86	71	67	76	90	79	111	74	80
GUSBP13	1	2	8	43	7	2	5	41	8	18	13	5
LOC107986357	0	0	0	0	0	0	0	0	0	0	0	0
LOC728499	0	0	0	0	0	1	0	0	0	0	0	0
CENPH	250	300	281	408	383	404	513	427	445	469	376	420
LOC112267932	5	9	5	9	14	10	17	7	16	12	9	8
CCNB1	4552	4982	5589	11451	10361	10518	11260	11098	11871	11819	11227	11286
SNORA50D	0	0	1	0	0	0	0	0	0	0	0	0
SLC30A5	1713	2013	2086	2577	2515	2464	2530	2470	2598	2745	2551	2621
LOC100130639	0	0	0	0	0	0	0	0	0	0	3	0
SUMO2P4	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP251	0	0	0	0	0	0	0	0	0	0	0	0
LINC02198	0	0	0	0	1	0	0	1	0	0	0	0
LOC107984116	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379015	0	0	0	0	0	0	0	0	0	0	0	0
VWA8P1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379014	0	0	0	0	0	0	0	0	0	1	0	0
LOC105379010	0	0	0	0	0	0	0	0	0	0	0	1
LOC105379011	0	1	1	0	0	0	0	0	0	0	0	0
LOC105379012	1	0	0	0	1	0	1	1	0	0	0	0
LOC105379013	3	2	1	1	3	0	5	9	5	11	7	5
PIK3R1	252	295	299	712	604	610	699	683	731	758	759	723
LINC02219	0	0	0	0	0	0	0	0	3	0	0	0
EEF1B2P2	0	0	0	1	3	1	0	0	1	1	0	0
RNU6-1232P	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986420	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379007	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928858	0	0	0	0	0	0	0	0	0	0	0	0
LOC359819	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379005	0	1	0	0	1	1	0	0	0	0	0	0
BCL9P1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02242	1	0	0	0	0	0	0	0	1	0	0	0
RPL21P55	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928819	0	1	0	0	0	1	1	1	0	1	0	0
CD180	3	3	2	5	8	4	6	4	7	4	5	3
MAST4-AS1	5	6	9	18	25	7	2	6	15	8	9	9
MAST4	325	324	372	537	542	495	638	551	657	684	732	719
PPIAP78	0	0	0	0	0	0	0	0	1	0	0	0
LINC02229	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379002	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379003	0	2	0	1	0	0	0	0	0	1	0	0
LOC105379004	0	0	0	0	0	0	0	0	0	0	0	0
LINC02065	2	0	0	1	1	2	4	2	1	8	0	1
SREK1	3247	3407	3769	3155	2767	2672	3146	3086	3171	3216	3046	2961
LOC100303749	0	2	1	0	0	2	0	0	1	0	1	1
ERBIN	5159	5307	5717	6243	5681	5857	6494	5902	6485	7070	6324	6329
LOC100419549	0	0	0	0	0	0	0	4	0	0	0	0
NLN	1747	1990	2049	2150	1871	2052	2100	1864	2184	2281	2017	2169
SGTB	966	1047	1150	579	554	541	651	530	665	699	605	732
SHLD3	111	98	107	148	145	134	147	148	138	140	139	118
TRAPPC13	324	349	372	473	414	404	433	407	523	477	418	390
RNU6-540P	0	0	0	0	1	0	0	1	0	1	0	0
TRIM23	957	1023	1151	886	826	857	998	960	892	1064	870	961
PPWD1	1168	1201	1299	1497	1348	1336	1505	1390	1480	1431	1254	1334
CENPK	1418	1380	1550	1607	1398	1346	1548	1570	1507	1655	1363	1450
RPS2P23	0	0	0	0	0	0	0	0	2	0	1	0
RPEP1	0	0	0	0	0	0	0	0	0	0	0	0
LOC100419140	0	0	0	0	0	0	0	0	0	0	1	0
ADAMTS6	200	242	264	255	203	193	271	267	244	222	227	222
LOC107986419	0	2	0	0	0	1	0	0	0	0	0	0
CWC27	1677	1855	1889	1763	1621	1508	1722	1574	1731	1872	1631	1580
SREK1IP1	1247	1322	1299	1319	1261	1214	1343	1230	1279	1461	1312	1367
SHISAL2B	0	0	0	0	0	0	0	0	0	0	0	0
MRPL49P1	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-294P	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL169P	0	0	0	0	0	0	0	0	0	0	0	0
RGS7BP	1	0	0	0	1	0	0	0	1	0	0	1
RNF180	27	29	19	23	16	22	31	14	20	24	29	18
HTR1A	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378999	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986416	0	0	0	0	0	0	1	0	0	0	1	0
LOC107986418	0	0	0	0	0	0	0	0	0	0	0	0
LOC100420027	0	0	0	0	0	0	0	0	0	0	0	0
ISCA1P1	17	27	15	15	17	19	17	10	28	13	14	19
LRRC70	4	2	4	3	2	1	0	4	0	2	2	3
IPO11-LRRC70	0	0	1	2	4	0	1	2	2	0	0	0
RPL35AP14	0	0	0	0	0	0	0	0	0	0	0	0
CKS1BP3	411	420	460	451	533	469	524	487	496	428	392	409
RNU6-661P	0	0	0	0	1	0	0	0	0	0	0	0
IPO11	1397	1519	1586	1746	1551	1509	1835	1591	1729	1798	1694	1767
DIMT1	864	962	1161	1333	1230	1320	1235	1259	1227	1403	1356	1234
LOC100421358	4	9	3	9	3	9	7	1	7	3	4	1
KIF2A	1774	1901	2184	2671	2419	2523	2776	2471	2847	3146	2692	2805
RN7SKP157	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378998	0	0	0	0	0	0	0	0	0	0	0	0
LOC643307	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378995	0	0	0	0	0	0	0	0	0	0	0	0
C5orf64-AS1	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-913P	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928651	0	0	0	0	0	0	0	0	0	0	0	0
HSPD1P22	0	0	0	0	0	0	0	0	0	0	0	0
C5orf64	0	0	0	0	0	0	0	0	0	0	0	1
LOC105378997	0	0	0	0	0	0	0	0	0	0	0	0
RPL3P6	0	0	1	0	0	0	0	0	0	0	2	0
LOC100421561	137	182	183	143	196	95	153	118	156	167	130	157
LOC100421309	1	0	0	2	0	0	0	0	0	0	0	0
ZSWIM6	1782	1721	2074	1300	1208	1209	1418	1351	1304	1389	1342	1354
LOC105378994	0	0	0	1	0	0	0	0	0	0	0	1
LOC105378993	0	0	0	0	0	1	2	3	0	1	0	3
LINC02057	9	6	3	38	34	26	19	26	27	39	26	41
SMIM15-AS1	1	1	0	0	1	0	0	0	3	0	2	0
SMIM15	3180	3383	3774	3883	3606	3582	3923	3654	4022	4112	3656	3838
NDUFAF2	1831	1973	1910	1849	1923	1711	1876	1833	1995	1789	1654	1692
ERCC8-AS1	0	0	0	0	0	0	0	0	0	0	2	1
GNL3LP1	48	34	32	26	24	20	35	24	27	35	20	17
ERCC8	718	827	866	541	479	503	522	528	584	574	469	471
ELOVL7	178	229	272	232	241	203	250	240	272	254	248	285
KRT8P31	0	0	0	0	0	0	0	0	0	0	1	0
CAB39P1	0	0	0	0	0	0	0	0	0	0	0	0
DEPDC1B	271	274	311	914	815	772	856	760	828	956	749	913
PART1	0	0	2	0	0	0	1	2	0	0	0	0
SETP21	2	3	3	2	0	1	0	0	2	2	1	0
RPL31P8	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-806P	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986350	2	0	0	0	2	1	2	3	2	2	1	4
LOC105378988	0	1	3	2	0	0	1	0	1	0	0	0
MIR582	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986347	0	0	0	2	0	0	0	1	1	0	1	1
NDUFB4P2	0	0	0	0	2	0	0	1	0	2	0	0
LOC107986348	1	0	0	0	0	0	0	0	1	0	0	2
PDE4D	571	657	636	1546	1369	1352	1570	1438	1543	1895	1728	1744
RPL5P15	0	0	0	0	0	0	0	0	0	0	0	0
RAB3C	1	2	0	2	0	1	1	0	1	1	2	1
LINC02108	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AE2	0	0	0	0	0	0	0	0	0	0	0	0
GAPT	1	4	3	2	2	1	2	4	2	6	0	4
PLK2	7190	7746	8485	8031	7021	7523	8263	7940	7997	8571	7950	7809
LOC105378984	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378983	4	3	8	5	10	1	4	6	6	10	9	6
PGAM1P1	0	0	1	0	0	0	4	0	0	0	0	1
LINC02101	0	3	0	0	0	0	3	0	4	3	2	0
LINC02225	1	0	0	2	4	12	4	0	4	4	9	0
LOC101928505	0	0	0	1	1	2	0	1	1	3	2	0
LINCR-0003	0	0	0	0	1	0	0	0	0	0	0	0
